,State,County,"Population Estimate, 2012","Population Estimate, 2016",PercChangeInPop2012-2016
1720, Nebraska,Pawnee ,2776,2652,-4.47
1721, Nebraska,Perkins ,2937,2898,-1.33
1722, Nebraska,Phelps ,9229,9266,0.4
1723, Nebraska,Pierce ,7169,7159,-0.14
1724, Nebraska,Platte ,32602,32861,0.79
1725, Nebraska,Polk ,5287,5203,-1.59
1726, Nebraska,Red Willow ,11013,10722,-2.64
1727, Nebraska,Richardson ,8302,8060,-2.91
1728, Nebraska,Rock ,1375,1390,1.09
1729, Nebraska,Saline ,14474,14331,-0.99
1730, Nebraska,Sarpy ,165886,179023,7.92
1731, Nebraska,Saunders ,20832,21038,0.99
1732, Nebraska,Scotts Bluff ,36921,36422,-1.35
1733, Nebraska,Seward ,16981,17284,1.78
1734, Nebraska,Sheridan ,5350,5234,-2.17
1735, Nebraska,Sherman ,3125,3054,-2.27
1736, Nebraska,Sioux ,1322,1242,-6.05
1737, Nebraska,Stanton ,6105,5944,-2.64
1738, Nebraska,Thayer ,5156,5101,-1.07
1739, Nebraska,Thomas ,692,716,3.47
1740, Nebraska,Thurston ,6917,7127,3.04
1741, Nebraska,Valley ,4231,4184,-1.11
1742, Nebraska,Washington ,20293,20603,1.53
1743, Nebraska,Wayne ,9513,9365,-1.56
1744, Nebraska,Webster ,3753,3603,-4.0
1745, Nebraska,Wheeler ,795,776,-2.39
1746, Nebraska,York ,13828,13794,-0.25
1747, Nevada,Churchill ,24333,24198,-0.55
1748, Nevada,Clark ,1995815,2155664,8.01
1749, Nevada,Douglas ,46973,48020,2.23
1750, Nevada,Elko ,51070,52168,2.15
1751, Nevada,Esmeralda ,770,790,2.6
1752, Nevada,Eureka ,1996,1917,-3.96
1753, Nevada,Humboldt ,17068,16842,-1.32
1754, Nevada,Lander ,5931,5702,-3.86
1755, Nevada,Lincoln ,5338,5055,-5.3
1756, Nevada,Lyon ,51087,53179,4.09
1757, Nevada,Mineral ,4664,4449,-4.61
1758, Nevada,Nye ,43658,43423,-0.54
1759, Nevada,Pershing ,6768,6560,-3.07
1760, Nevada,Storey ,3914,4051,3.5
1761, Nevada,Washoe ,428654,453616,5.82
1762, Nevada,White Pine ,9986,9682,-3.04
1763, Nevada,Carson City,54540,54742,0.37
1764, New Hampshire,Belknap ,60339,60779,0.73
1765, New Hampshire,Carroll ,47677,47289,-0.81
1766, New Hampshire,Cheshire ,76851,75774,-1.4
1767, New Hampshire,Coos ,32005,32039,0.11
1768, New Hampshire,Grafton ,89230,88888,-0.38
1769, New Hampshire,Hillsborough ,402651,407761,1.27
1770, New Hampshire,Merrimack ,146944,148582,1.11
1771, New Hampshire,Rockingham ,297694,303251,1.87
1772, New Hampshire,Strafford ,124612,127428,2.26
1773, New Hampshire,Sullivan ,43179,43004,-0.41
1774, New Jersey,Atlantic ,275604,270991,-1.67
1775, New Jersey,Bergen ,919694,939151,2.12
1776, New Jersey,Burlington ,451226,449284,-0.43
1777, New Jersey,Camden ,512906,510150,-0.54
1778, New Jersey,Cape May ,96460,94430,-2.1
1779, New Jersey,Cumberland ,157071,153797,-2.08
1780, New Jersey,Essex ,787579,796914,1.19
1781, New Jersey,Gloucester ,290094,292330,0.77
1782, New Jersey,Hudson ,657113,677983,3.18
1783, New Jersey,Hunterdon ,126492,124676,-1.44
1784, New Jersey,Mercer ,370087,371023,0.25
1785, New Jersey,Middlesex ,823670,837073,1.63
1786, New Jersey,Monmouth ,628782,625846,-0.47
1787, New Jersey,Morris ,497310,498423,0.22
1788, New Jersey,Ocean ,580682,592497,2.03
1789, New Jersey,Passaic ,505101,507945,0.56
1790, New Jersey,Salem ,65627,63436,-3.34
1791, New Jersey,Somerset ,328580,333751,1.57
1792, New Jersey,Sussex ,147033,142522,-3.07
1793, New Jersey,Union ,544465,555630,2.05
1794, New Jersey,Warren ,107635,106617,-0.95
1795, New Mexico,Bernalillo ,672685,676953,0.63
1796, New Mexico,Catron ,3651,3508,-3.92
1797, New Mexico,Chaves ,65705,65282,-0.64
1798, New Mexico,Cibola ,27316,27487,0.63
1799, New Mexico,Colfax ,13226,12253,-7.36
1800, New Mexico,Curry ,50690,50280,-0.81
1801, New Mexico,De Baca ,1941,1793,-7.62
1802, New Mexico,Doña Ana ,214162,214207,0.02
1803, New Mexico,Eddy ,54424,57621,5.87
1804, New Mexico,Grant ,29320,28280,-3.55
1805, New Mexico,Guadalupe ,4612,4376,-5.12
1806, New Mexico,Harding ,698,665,-4.73
1807, New Mexico,Hidalgo ,4785,4302,-10.09
1808, New Mexico,Lea ,66182,69749,5.39
1809, New Mexico,Lincoln ,20198,19429,-3.81
1810, New Mexico,Los Alamos ,18149,18147,-0.01
1811, New Mexico,Luna ,24983,24450,-2.13
1812, New Mexico,McKinley ,72691,74923,3.07
1813, New Mexico,Mora ,4675,4504,-3.66
1814, New Mexico,Otero ,66016,65410,-0.92
1815, New Mexico,Quay ,8816,8365,-5.12
1816, New Mexico,Rio Arriba ,40254,40040,-0.53
1817, New Mexico,Roosevelt ,20341,19082,-6.19
1818, New Mexico,Sandoval ,135383,142025,4.91
1819, New Mexico,San Juan ,128331,115079,-10.33
1820, New Mexico,San Miguel ,29026,27760,-4.36
1821, New Mexico,Santa Fe ,146157,148651,1.71
1822, New Mexico,Sierra ,11881,11191,-5.81
1823, New Mexico,Socorro ,17524,17027,-2.84
1824, New Mexico,Taos ,32817,33065,0.76
1825, New Mexico,Torrance ,16074,15302,-4.8
1826, New Mexico,Union ,4432,4183,-5.62
1827, New Mexico,Valencia ,76639,75626,-1.32
1828, New York,Albany ,306384,308846,0.8
1829, New York,Allegany ,48247,47077,-2.43
1830, New York,Bronx ,1414774,1455720,2.89
1831, New York,Broome ,198916,195334,-1.8
1832, New York,Cattaraugus ,79365,77677,-2.13
1833, New York,Cayuga ,79637,77861,-2.23
1834, New York,Chautauqua ,133438,129504,-2.95
1835, New York,Chemung ,89264,86322,-3.3
1836, New York,Chenango ,49919,48579,-2.68
1837, New York,Clinton ,81869,81073,-0.97
1838, New York,Columbia ,62539,60989,-2.48
1839, New York,Cortland ,49154,48070,-2.21
1840, New York,Delaware ,47330,45523,-3.82
1841, New York,Dutchess ,297213,294473,-0.92
1842, New York,Erie ,920792,921046,0.03
1843, New York,Essex ,39114,38102,-2.59
1844, New York,Franklin ,51788,50409,-2.66
1845, New York,Fulton ,55033,53828,-2.19
1846, New York,Genesee ,59762,58482,-2.14
1847, New York,Greene ,48711,47508,-2.47
1848, New York,Hamilton ,4797,4542,-5.32
1849, New York,Herkimer ,64527,62613,-2.97
1850, New York,Jefferson ,120730,114006,-5.57
1851, New York,Kings ,2572282,2629150,2.21
1852, New York,Lewis ,27267,26865,-1.47
1853, New York,Livingston ,64854,64257,-0.92
1854, New York,Madison ,72490,71329,-1.6
1855, New York,Monroe ,748947,747727,-0.16
1856, New York,Montgomery ,49848,49276,-1.15
1857, New York,Nassau ,1350748,1361500,0.8
1858, New York,New York ,1625121,1643734,1.15
1859, New York,Niagara ,214841,211758,-1.44
1860, New York,Oneida ,234061,231190,-1.23
1861, New York,Onondaga ,467712,466194,-0.32
1862, New York,Ontario ,108801,109828,0.94
1863, New York,Orange ,374100,379210,1.37
1864, New York,Orleans ,42465,41346,-2.64
1865, New York,Oswego ,121551,118987,-2.11
1866, New York,Otsego ,61805,60097,-2.76
1867, New York,Putnam ,99717,98900,-0.82
1868, New York,Queens ,2278024,2333054,2.42
1869, New York,Rensselaer ,159669,160070,0.25
1870, New York,Richmond ,470978,476015,1.07
1871, New York,Rockland ,317763,326780,2.84
1872, New York,St. Lawrence ,112621,110038,-2.29
1873, New York,Saratoga ,222553,227053,2.02
1874, New York,Schenectady ,154945,154553,-0.25
1875, New York,Schoharie ,32086,31317,-2.4
1876, New York,Schuyler ,18579,18099,-2.58
1877, New York,Seneca ,35380,34777,-1.7
1878, New York,Steuben ,99064,96940,-2.14
1879, New York,Suffolk ,1499382,1492583,-0.45
1880, New York,Sullivan ,76952,74801,-2.8
1881, New York,Tioga ,50303,48760,-3.07
1882, New York,Tompkins ,103135,104871,1.68
1883, New York,Ulster ,181811,179225,-1.42
1884, New York,Warren ,65418,64567,-1.3
1885, New York,Washington ,63066,61800,-2.01
1886, New York,Wayne ,93012,90798,-2.38
1887, New York,Westchester ,961073,974542,1.4
1888, New York,Wyoming ,41771,40791,-2.35
1889, New York,Yates ,25271,24923,-1.38
1890, North Carolina,Alamance ,153659,159688,3.92
1891, North Carolina,Alexander ,36964,37428,1.26
1892, North Carolina,Alleghany ,10923,10848,-0.69
1893, North Carolina,Anson ,26311,25448,-3.28
1894, North Carolina,Ashe ,27099,26924,-0.65
1895, North Carolina,Avery ,17630,17516,-0.65
1896, North Carolina,Beaufort ,47497,47526,0.06
1897, North Carolina,Bertie ,20591,19854,-3.58
1898, North Carolina,Bladen ,34922,33741,-3.38
1899, North Carolina,Brunswick ,112163,126953,13.19
1900, North Carolina,Buncombe ,244188,256088,4.87
1901, North Carolina,Burke ,89901,88851,-1.17
1902, North Carolina,Cabarrus ,184290,201590,9.39
1903, North Carolina,Caldwell ,81979,81449,-0.65
1904, North Carolina,Camden ,10035,10418,3.82
1905, North Carolina,Carteret ,67738,68890,1.7
1906, North Carolina,Caswell ,23220,22910,-1.34
1907, North Carolina,Catawba ,154940,156459,0.98
1908, North Carolina,Chatham ,65764,72243,9.85
1909, North Carolina,Cherokee ,26971,27905,3.46
1910, North Carolina,Chowan ,14715,14383,-2.26
1911, North Carolina,Clay ,10684,10915,2.16
1912, North Carolina,Cleveland ,97425,97144,-0.29
1913, North Carolina,Columbus ,57591,56505,-1.89
1914, North Carolina,Craven ,105309,103445,-1.77
1915, North Carolina,Cumberland ,323454,327127,1.14
1916, North Carolina,Currituck ,24030,25809,7.4
1917, North Carolina,Dare ,34453,35964,4.39
1918, North Carolina,Davidson ,163474,164926,0.89
1919, North Carolina,Davie ,41323,42013,1.67
1920, North Carolina,Duplin ,59466,58969,-0.84
1921, North Carolina,Durham ,282676,306212,8.33
1922, North Carolina,Edgecombe ,55746,53318,-4.36
1923, North Carolina,Forsyth ,357815,371511,3.83
1924, North Carolina,Franklin ,61537,64705,5.15
1925, North Carolina,Gaston ,208128,216965,4.25
1926, North Carolina,Gates ,11919,11478,-3.7
1927, North Carolina,Graham ,8707,8558,-1.71
1928, North Carolina,Granville ,57764,59031,2.19
1929, North Carolina,Greene ,21392,21168,-1.05
1930, North Carolina,Guilford ,500841,521330,4.09
1931, North Carolina,Halifax ,53866,51766,-3.9
1932, North Carolina,Harnett ,122220,130881,7.09
1933, North Carolina,Haywood ,58796,60682,3.21
1934, North Carolina,Henderson ,108014,114209,5.74
1935, North Carolina,Hertford ,24414,24136,-1.14
1936, North Carolina,Hoke ,50413,53262,5.65
1937, North Carolina,Hyde ,5736,5517,-3.82
1938, North Carolina,Iredell ,162823,172916,6.2
1939, North Carolina,Jackson ,40560,42241,4.14
1940, North Carolina,Johnston ,174837,191450,9.5
1941, North Carolina,Jones ,10272,9845,-4.16
1942, North Carolina,Lee ,59341,59616,0.46
1943, North Carolina,Lenoir ,59166,57307,-3.14
1944, North Carolina,Lincoln ,78612,81168,3.25
1945, North Carolina,McDowell ,45006,45075,0.15
1946, North Carolina,Macon ,33820,34376,1.64
1947, North Carolina,Madison ,20890,21340,2.15
1948, North Carolina,Martin ,23888,23172,-3.0
1949, North Carolina,Mecklenburg ,968367,1054835,8.93
1950, North Carolina,Mitchell ,15380,15126,-1.65
1951, North Carolina,Montgomery ,27616,27418,-0.72
1952, North Carolina,Moore ,90376,95776,5.98
1953, North Carolina,Nash ,95240,94005,-1.3
1954, North Carolina,New Hanover ,209189,223483,6.83
1955, North Carolina,Northampton ,21312,20000,-6.16
1956, North Carolina,Onslow ,183807,187136,1.81
1957, North Carolina,Orange ,137551,141796,3.09
1958, North Carolina,Pamlico ,13041,12821,-1.69
1959, North Carolina,Pasquotank ,40546,39864,-1.68
1960, North Carolina,Pender ,53884,59090,9.66
1961, North Carolina,Perquimans ,13543,13335,-1.54
1962, North Carolina,Person ,39167,39284,0.3
1963, North Carolina,Pitt ,172913,177220,2.49
1964, North Carolina,Polk ,20246,20334,0.43
1965, North Carolina,Randolph ,142251,143416,0.82
1966, North Carolina,Richmond ,46357,44939,-3.06
1967, North Carolina,Robeson ,135412,133235,-1.61
1968, North Carolina,Rockingham ,92684,91393,-1.39
1969, North Carolina,Rowan ,137832,139933,1.52
1970, North Carolina,Rutherford ,67204,66421,-1.17
1971, North Carolina,Sampson ,63912,63124,-1.23
1972, North Carolina,Scotland ,36156,35244,-2.52
1973, North Carolina,Stanly ,60485,60791,0.51
1974, North Carolina,Stokes ,46773,46097,-1.45
1975, North Carolina,Surry ,73485,72113,-1.87
1976, North Carolina,Swain ,14098,14346,1.76
1977, North Carolina,Transylvania ,32820,33482,2.02
1978, North Carolina,Tyrrell ,4138,4141,0.07
1979, North Carolina,Union ,208362,226606,8.76
1980, North Carolina,Vance ,45057,44244,-1.8
1981, North Carolina,Wake ,952296,1046791,9.92
1982, North Carolina,Warren ,20663,19907,-3.66
1983, North Carolina,Washington ,12716,12195,-4.1
1984, North Carolina,Watauga ,52062,53922,3.57
1985, North Carolina,Wayne ,124551,124150,-0.32
1986, North Carolina,Wilkes ,69279,68740,-0.78
1987, North Carolina,Wilson ,81755,81661,-0.11
1988, North Carolina,Yadkin ,38125,37532,-1.56
1989, North Carolina,Yancey ,17616,17678,0.35
1990, North Dakota,Adams ,2319,2305,-0.6
1991, North Dakota,Barnes ,11004,10926,-0.71
1992, North Dakota,Benson ,6760,6739,-0.31
1993, North Dakota,Billings ,914,934,2.19
1994, North Dakota,Bottineau ,6581,6579,-0.03
1995, North Dakota,Bowman ,3211,3241,0.93
1996, North Dakota,Burke ,2162,2198,1.67
1997, North Dakota,Burleigh ,85981,94487,9.89
1998, North Dakota,Cass ,157040,175249,11.6
1999, North Dakota,Cavalier ,3945,3827,-2.99
2000, North Dakota,Dickey ,5251,5064,-3.56
2001, North Dakota,Divide ,2239,2413,7.77
2002, North Dakota,Dunn ,3967,4366,10.06
2003, North Dakota,Eddy ,2372,2358,-0.59
2004, North Dakota,Emmons ,3485,3346,-3.99
2005, North Dakota,Foster ,3387,3303,-2.48
2006, North Dakota,Golden Valley ,1803,1817,0.78
2007, North Dakota,Grand Forks ,67697,71083,5.0
2008, North Dakota,Grant ,2341,2377,1.54
2009, North Dakota,Griggs ,2359,2277,-3.48
2010, North Dakota,Hettinger ,2558,2629,2.78
2011, North Dakota,Kidder ,2431,2414,-0.7
2012, North Dakota,LaMoure ,4101,4111,0.24
2013, North Dakota,Logan ,1938,1941,0.15
2014, North Dakota,McHenry ,5783,5963,3.11
2015, North Dakota,McIntosh ,2756,2656,-3.63
2016, North Dakota,McKenzie ,7963,12621,58.5
2017, North Dakota,McLean ,9384,9729,3.68
2018, North Dakota,Mercer ,8492,8694,2.38
2019, North Dakota,Morton ,28084,30809,9.7
2020, North Dakota,Mountrail ,8741,10242,17.17
2021, North Dakota,Nelson ,3082,2960,-3.96
2022, North Dakota,Oliver ,1837,1870,1.8
2023, North Dakota,Pembina ,7262,7069,-2.66
2024, North Dakota,Pierce ,4461,4267,-4.35
2025, North Dakota,Ramsey ,11572,11547,-0.22
2026, North Dakota,Ransom ,5475,5404,-1.3
2027, North Dakota,Renville ,2554,2550,-0.16
2028, North Dakota,Richland ,16221,16353,0.81
2029, North Dakota,Rolette ,14364,14659,2.05
2030, North Dakota,Sargent ,3894,3890,-0.1
2031, North Dakota,Sheridan ,1279,1322,3.36
2032, North Dakota,Sioux ,4352,4469,2.69
2033, North Dakota,Slope ,761,763,0.26
2034, North Dakota,Stark ,26919,31199,15.9
2035, North Dakota,Steele ,2000,1962,-1.9
2036, North Dakota,Stutsman ,20983,21128,0.69
2037, North Dakota,Towner ,2326,2263,-2.71
2038, North Dakota,Traill ,8070,8030,-0.5
2039, North Dakota,Walsh ,11065,10904,-1.46
2040, North Dakota,Ward ,65554,70210,7.1
2041, North Dakota,Wells ,4266,4098,-3.94
2042, North Dakota,Williams ,26741,34337,28.41
2043, Ohio,Adams ,28358,27907,-1.59
2044, Ohio,Allen ,105295,103742,-1.47
2045, Ohio,Ashland ,53247,53652,0.76
2046, Ohio,Ashtabula ,100251,98231,-2.01
2047, Ohio,Athens ,64605,66186,2.45
2048, Ohio,Auglaize ,45869,45894,0.05
2049, Ohio,Belmont ,69612,68673,-1.35
2050, Ohio,Brown ,44392,43759,-1.43
2051, Ohio,Butler ,370651,377537,1.86
2052, Ohio,Carroll ,28587,27669,-3.21
2053, Ohio,Champaign ,39574,38747,-2.09
2054, Ohio,Clark ,137172,134786,-1.74
2055, Ohio,Clermont ,199195,203022,1.92
2056, Ohio,Clinton ,41828,41902,0.18
2057, Ohio,Columbiana ,106417,103685,-2.57
2058, Ohio,Coshocton ,36818,36602,-0.59
2059, Ohio,Crawford ,42828,42083,-1.74
2060, Ohio,Cuyahoga ,1265611,1249352,-1.28
2061, Ohio,Darke ,52496,51778,-1.37
2062, Ohio,Defiance ,38829,38158,-1.73
2063, Ohio,Delaware ,181128,196463,8.47
2064, Ohio,Erie ,76455,75107,-1.76
2065, Ohio,Fairfield ,147500,152597,3.46
2066, Ohio,Fayette ,28838,28676,-0.56
2067, Ohio,Franklin ,1197640,1264518,5.58
2068, Ohio,Fulton ,42452,42514,0.15
2069, Ohio,Gallia ,30843,30015,-2.68
2070, Ohio,Geauga ,93862,94060,0.21
2071, Ohio,Greene ,164421,164765,0.21
2072, Ohio,Guernsey ,39836,39063,-1.94
2073, Ohio,Hamilton ,802326,809099,0.84
2074, Ohio,Hancock ,75638,75872,0.31
2075, Ohio,Hardin ,31639,31474,-0.52
2076, Ohio,Harrison ,15703,15307,-2.52
2077, Ohio,Henry ,28074,27629,-1.59
2078, Ohio,Highland ,43034,43029,-0.01
2079, Ohio,Hocking ,29304,28340,-3.29
2080, Ohio,Holmes ,43138,43936,1.85
2081, Ohio,Huron ,59243,58439,-1.36
2082, Ohio,Jackson ,32909,32505,-1.23
2083, Ohio,Jefferson ,68336,66704,-2.39
2084, Ohio,Knox ,60790,60814,0.04
2085, Ohio,Lake ,229409,228614,-0.35
2086, Ohio,Lawrence ,62114,60872,-2.0
2087, Ohio,Licking ,167765,172198,2.64
2088, Ohio,Logan ,45444,45165,-0.61
2089, Ohio,Lorain ,301689,306365,1.55
2090, Ohio,Lucas ,437135,432488,-1.06
2091, Ohio,Madison ,42968,43419,1.05
2092, Ohio,Mahoning ,235777,230008,-2.45
2093, Ohio,Marion ,66229,65096,-1.71
2094, Ohio,Medina ,173669,177221,2.05
2095, Ohio,Meigs ,23602,23125,-2.02
2096, Ohio,Mercer ,40850,40909,0.14
2097, Ohio,Miami ,103103,104679,1.53
2098, Ohio,Monroe ,14578,14210,-2.52
2099, Ohio,Montgomery ,534692,531239,-0.65
2100, Ohio,Morgan ,14966,14804,-1.08
2101, Ohio,Morrow ,34972,35036,0.18
2102, Ohio,Muskingum ,85872,86068,0.23
2103, Ohio,Noble ,14583,14294,-1.98
2104, Ohio,Ottawa ,41307,40636,-1.62
2105, Ohio,Paulding ,19270,18865,-2.1
2106, Ohio,Perry ,35991,35927,-0.18
2107, Ohio,Pickaway ,56326,57565,2.2
2108, Ohio,Pike ,28486,28160,-1.14
2109, Ohio,Portage ,161427,161921,0.31
2110, Ohio,Preble ,41880,41247,-1.51
2111, Ohio,Putnam ,34189,34056,-0.39
2112, Ohio,Richland ,122590,121107,-1.21
2113, Ohio,Ross ,77418,77000,-0.54
2114, Ohio,Sandusky ,60492,59330,-1.92
2115, Ohio,Scioto ,78586,76088,-3.18
2116, Ohio,Seneca ,56038,55353,-1.22
2117, Ohio,Shelby ,49133,48623,-1.04
2118, Ohio,Stark ,374807,373612,-0.32
2119, Ohio,Summit ,541050,540300,-0.14
2120, Ohio,Trumbull ,207371,201825,-2.67
2121, Ohio,Tuscarawas ,92452,92420,-0.03
2122, Ohio,Union ,52834,55457,4.96
2123, Ohio,Van Wert ,28715,28362,-1.23
2124, Ohio,Vinton ,13232,12921,-2.35
2125, Ohio,Warren ,217788,227063,4.26
2126, Ohio,Washington ,61494,60610,-1.44
2127, Ohio,Wayne ,115045,116470,1.24
2128, Ohio,Williams ,37553,37017,-1.43
2129, Ohio,Wood ,128609,130219,1.25
2130, Ohio,Wyandot ,22595,22118,-2.11
2131, Oklahoma,Adair ,22252,22098,-0.69
2132, Oklahoma,Alfalfa ,5653,5827,3.08
2133, Oklahoma,Atoka ,13978,13810,-1.2
2134, Oklahoma,Beaver ,5584,5382,-3.62
2135, Oklahoma,Beckham ,23123,22519,-2.61
2136, Oklahoma,Blaine ,9814,9643,-1.74
2137, Oklahoma,Bryan ,43458,45573,4.87
2138, Oklahoma,Caddo ,29680,29557,-0.41
2139, Oklahoma,Canadian ,122543,136532,11.42
2140, Oklahoma,Carter ,48099,48556,0.95
2141, Oklahoma,Cherokee ,48051,48700,1.35
2142, Oklahoma,Choctaw ,15173,14885,-1.9
2143, Oklahoma,Cimarron ,2392,2162,-9.62
2144, Oklahoma,Cleveland ,266199,278655,4.68
2145, Oklahoma,Coal ,5906,5651,-4.32
2146, Oklahoma,Comanche ,126609,122136,-3.53
2147, Oklahoma,Cotton ,6146,5941,-3.34
2148, Oklahoma,Craig ,14720,14625,-0.65
2149, Oklahoma,Creek ,70889,71312,0.6
2150, Oklahoma,Custer ,28511,29293,2.74
2151, Oklahoma,Delaware ,41397,41598,0.49
2152, Oklahoma,Dewey ,4786,4819,0.69
2153, Oklahoma,Ellis ,4069,4080,0.27
2154, Oklahoma,Garfield ,61278,62603,2.16
2155, Oklahoma,Garvin ,27302,27838,1.96
2156, Oklahoma,Grady ,53054,54655,3.02
2157, Oklahoma,Grant ,4510,4465,-1.0
2158, Oklahoma,Greer ,6059,5998,-1.01
2159, Oklahoma,Harmon ,2907,2704,-6.98
2160, Oklahoma,Harper ,3707,3717,0.27
2161, Oklahoma,Haskell ,12866,12747,-0.92
2162, Oklahoma,Hughes ,13797,13566,-1.67
2163, Oklahoma,Jackson ,26260,25497,-2.91
2164, Oklahoma,Jefferson ,6329,6230,-1.56
2165, Oklahoma,Johnston ,10987,11087,0.91
2166, Oklahoma,Kay ,45681,44943,-1.62
2167, Oklahoma,Kingfisher ,14989,15638,4.33
2168, Oklahoma,Kiowa ,9346,9077,-2.88
2169, Oklahoma,Latimer ,10946,10414,-4.86
2170, Oklahoma,Le Flore ,49983,49873,-0.22
2171, Oklahoma,Lincoln ,34209,35129,2.69
2172, Oklahoma,Logan ,43673,46588,6.67
2173, Oklahoma,Love ,9565,9997,4.52
2174, Oklahoma,McClain ,35615,38682,8.61
2175, Oklahoma,McCurtain ,33240,32822,-1.26
2176, Oklahoma,McIntosh ,20521,19815,-3.44
2177, Oklahoma,Major ,7669,7772,1.34
2178, Oklahoma,Marshall ,15911,16191,1.76
2179, Oklahoma,Mayes ,41124,40920,-0.5
2180, Oklahoma,Murray ,13637,13918,2.06
2181, Oklahoma,Muskogee ,70531,69477,-1.49
2182, Oklahoma,Noble ,11515,11384,-1.14
2183, Oklahoma,Nowata ,10597,10419,-1.68
2184, Oklahoma,Okfuskee ,12292,12167,-1.02
2185, Oklahoma,Oklahoma ,742541,782970,5.44
2186, Oklahoma,Okmulgee ,39607,39213,-0.99
2187, Oklahoma,Osage ,47996,47806,-0.4
2188, Oklahoma,Ottawa ,32225,31691,-1.66
2189, Oklahoma,Pawnee ,16457,16485,0.17
2190, Oklahoma,Payne ,78457,81131,3.41
2191, Oklahoma,Pittsburg ,45111,44173,-2.08
2192, Oklahoma,Pontotoc ,38039,38330,0.77
2193, Oklahoma,Pottawatomie ,70679,72290,2.28
2194, Oklahoma,Pushmataha ,11227,11057,-1.51
2195, Oklahoma,Roger Mills ,3773,3640,-3.53
2196, Oklahoma,Rogers ,88404,91766,3.8
2197, Oklahoma,Seminole ,25468,25207,-1.02
2198, Oklahoma,Sequoyah ,41489,41294,-0.47
2199, Oklahoma,Stephens ,44873,44090,-1.74
2200, Oklahoma,Texas ,21470,21098,-1.73
2201, Oklahoma,Tillman ,7788,7465,-4.15
2202, Oklahoma,Tulsa ,614582,642940,4.61
2203, Oklahoma,Wagoner ,75043,77679,3.51
2204, Oklahoma,Washington ,51579,52087,0.98
2205, Oklahoma,Washita ,11654,11447,-1.78
2206, Oklahoma,Woods ,8838,9201,4.11
2207, Oklahoma,Woodward ,20622,20814,0.93
2208, Oregon,Baker ,15987,16059,0.45
2209, Oregon,Benton ,86441,89385,3.41
2210, Oregon,Clackamas ,383339,408062,6.45
2211, Oregon,Clatsop ,37351,38632,3.43
2212, Oregon,Columbia ,49201,50785,3.22
2213, Oregon,Coos ,62745,63761,1.62
2214, Oregon,Crook ,20642,22570,9.34
2215, Oregon,Curry ,22237,22713,2.14
2216, Oregon,Deschutes ,161765,181307,12.08
2217, Oregon,Douglas ,107111,108457,1.26
2218, Oregon,Gilliam ,1947,1854,-4.78
2219, Oregon,Grant ,7328,7158,-2.32
2220, Oregon,Harney ,7246,7292,0.63
2221, Oregon,Hood River ,22587,23232,2.86
2222, Oregon,Jackson ,206346,216527,4.93
2223, Oregon,Jefferson ,21763,23080,6.05
2224, Oregon,Josephine ,82798,85904,3.75
2225, Oregon,Klamath ,66075,66443,0.56
2226, Oregon,Lake ,7768,7837,0.89
2227, Oregon,Lane ,354993,369519,4.09
2228, Oregon,Lincoln ,46158,47806,3.57
2229, Oregon,Linn ,118332,122849,3.82
2230, Oregon,Malheur ,30619,30439,-0.59
2231, Oregon,Marion ,319946,336316,5.12
2232, Oregon,Morrow ,11237,11274,0.33
2233, Oregon,Multnomah ,759071,799766,5.36
2234, Oregon,Polk ,76298,81823,7.24
2235, Oregon,Sherman ,1732,1710,-1.27
2236, Oregon,Tillamook ,25329,26143,3.21
2237, Oregon,Umatilla ,76891,76456,-0.57
2238, Oregon,Union ,25807,26087,1.08
2239, Oregon,Wallowa ,6810,6946,2.0
2240, Oregon,Wasco ,25470,26115,2.53
2241, Oregon,Washington ,547639,582779,6.42
2242, Oregon,Wheeler ,1420,1344,-5.35
2243, Oregon,Yamhill ,100687,105035,4.32
2244, Pennsylvania,Adams ,101535,102180,0.64
2245, Pennsylvania,Allegheny ,1230842,1225365,-0.44
2246, Pennsylvania,Armstrong ,68367,66486,-2.75
2247, Pennsylvania,Beaver ,170250,167429,-1.66
2248, Pennsylvania,Bedford ,49375,48325,-2.13
2249, Pennsylvania,Berks ,413331,414812,0.36
2250, Pennsylvania,Blair ,126991,124650,-1.84
2251, Pennsylvania,Bradford ,62847,60770,-3.3
2252, Pennsylvania,Bucks ,625930,626399,0.07
2253, Pennsylvania,Butler ,185081,186847,0.95
2254, Pennsylvania,Cambria ,141531,134732,-4.8
2255, Pennsylvania,Cameron ,4946,4677,-5.44
2256, Pennsylvania,Carbon ,64963,63594,-2.11
2257, Pennsylvania,Centre ,155936,161464,3.55
2258, Pennsylvania,Chester ,506278,516312,1.98
2259, Pennsylvania,Clarion ,39437,38513,-2.34
2260, Pennsylvania,Clearfield ,81479,80596,-1.08
2261, Pennsylvania,Clinton ,39740,39233,-1.28
2262, Pennsylvania,Columbia ,66888,66420,-0.7
2263, Pennsylvania,Crawford ,87675,86257,-1.62
2264, Pennsylvania,Cumberland ,239217,248506,3.88
2265, Pennsylvania,Dauphin ,269961,273707,1.39
2266, Pennsylvania,Delaware ,560834,563402,0.46
2267, Pennsylvania,Elk ,31627,30480,-3.63
2268, Pennsylvania,Erie ,281541,276207,-1.89
2269, Pennsylvania,Fayette ,135464,132733,-2.02
2270, Pennsylvania,Forest ,7655,7321,-4.36
2271, Pennsylvania,Franklin ,151575,153851,1.5
